date,open,high,low,close,volume,return_1d,return_5d,realized_vol_20d
2005-02-25,53.0208,53.9971,53.0208,53.9803,27937545.35362,,,
2005-02-28,53.9147,54.0685,53.252,53.6468,21400726.679482,-0.006178179817451945,,
2005-03-01,53.8126,54.2026,53.6468,54.0597,22961021.743361,0.007696638010095569,,
2005-03-02,53.8295,54.4903,53.7461,53.9634,24847551.855128,-0.0017813639365368283,,
2005-03-03,54.2115,54.3554,53.6468,54.0061,20587502.336961,0.0007912770507418898,,
2005-03-04,54.4476,54.7651,54.1758,54.6699,19072636.616105,0.01229120414175422,0.012775030890899153,
2005-03-07,54.7651,54.9259,54.4903,54.5439,15733140.505692,-0.0023047417317390018,0.01672233944988344,
2005-03-08,54.5439,54.661,53.9713,54.026,17932249.04732,-0.009495103943795713,-0.0006233848874483972,
2005-03-09,53.9049,54.016,53.4028,53.4028,27470796.59595,-0.01153518676192955,-0.010388522591237792,
2005-03-10,53.4901,53.8215,52.8769,53.1825,27093023.964921,-0.004125251859453116,-0.015250129152077352,
2005-03-11,53.3184,53.5764,52.854,53.1418,18280837.976424,-0.000765289333897301,-0.027951395557701653,
2005-03-14,53.3016,53.5427,53.0575,53.5427,17868221.871737,0.007543967272467311,-0.01835585647524285,
2005-03-15,53.7629,53.88,53.0654,53.1825,21751434.999607,-0.006727340982057406,-0.015612853070743782,
2005-03-16,52.994,53.2252,52.6635,52.8769,25411038.769699,-0.005746251116438672,-0.009847798242788808,
2005-03-17,52.9007,53.2073,52.613,52.8769,23070709.04682,0.0,-0.005746251116438672,
2005-03-18,52.9166,52.9761,52.4621,52.598,28411830.395666,-0.005274514958327758,-0.01023299925858745,
2005-03-21,52.7161,52.7935,52.3232,52.6635,19524555.683402,0.0012452944978895708,-0.016420539121112743,
2005-03-22,52.7251,53.3274,52.2994,52.2994,36332417.909068,-0.006913706836803479,-0.016605086259577795,
2005-03-23,52.2577,52.2756,51.84,51.9174,25397148.34344,-0.007304099091002936,-0.018145920052045406,
2005-03-24,51.961,52.3559,51.84,51.8747,19185145.743078,-0.0008224602926957258,-0.018953456046023942,
2005-03-28,52.0533,52.2657,51.8032,51.9004,14792586.415972,0.0004954245518529188,-0.013262861705768292,0.09561854481547848
2005-03-29,51.8122,52.2994,50.9161,51.1523,25670185.971281,-0.01441414709713218,-0.028695396242179205,0.10450978487881263
2005-03-30,51.2317,51.9342,51.2158,51.9094,22792733.227825,0.014800898493323,-0.007457064516992573,0.11598656627069685
2005-03-31,51.9174,51.9948,51.6227,51.9004,24111535.627393,-0.00017337900264691175,-0.0003274432078648193,0.11616744927855961
