date,close,return_1d,return_5d,realized_vol_20d,strike,dte,option_price,delta,gamma,theta,vega,portfolio_delta,portfolio_gamma,portfolio_theta,portfolio_vega,target_hedge_ratio_bucket
2005-03-28,51.9004,0.0004954245518529,-0.0132628617057682,0.0956185448154784,52.0,0.0821917808219178,0.5817638902834936,0.5134483614008089,0.280243909673381,-4.2328882359146816,5.932641610189769,0.5134483614008089,0.280243909673381,-4.2328882359146816,5.932641610189769,1.0
2005-03-29,51.1523,-0.0144141470971321,-0.0286953962421792,0.1045097848788126,51.0,0.0821917808219178,0.758744817171678,0.5780068379465192,0.2553076536691394,-4.512424320736639,5.738250595672173,0.5780068379465192,0.2553076536691394,-4.512424320736639,5.738250595672173,0.0
2005-03-30,51.9094,0.014800898493323,-0.0074570645169925,0.1159865662706968,52.0,0.0821917808219178,0.7072299793132402,0.5152903892471045,0.2309526916134041,-4.967247207416864,5.9326827898174,0.5152903892471045,0.2309526916134041,-4.967247207416864,5.9326827898174,0.0
2005-03-31,51.9004,-0.0001733790026469,-0.0003274432078648,0.1161674492785596,52.0,0.0821917808219178,0.7036748559021078,0.5132115333108097,0.2306760363962576,-4.970560206879836,5.93275937548423,0.5132115333108097,0.2306760363962576,-4.970560206879836,5.93275937548423,1.0
2005-04-01,51.6782,-0.0042812772155899,-0.0037879737135829,0.1159915540397413,52.0,0.0821917808219178,0.5943073037112896,0.4618000440320879,0.2310814415958436,-4.84959693684085,5.8834840754313324,0.4618000440320879,0.2310814415958436,-4.84959693684085,5.8834840754313324,0.0
2005-04-04,51.8747,0.0038023770177753,-0.0004951792279057,0.1053777534141859,52.0,0.0821917808219178,0.6265553148320144,0.5067287953971357,0.2545244788029378,-4.572640502249216,5.932231338050255,0.5067287953971357,0.2545244788029378,-4.572640502249216,5.932231338050255,0.0
2005-04-05,51.97,0.0018371190580379,0.0159855959556072,0.1065506215248297,52.0,0.0821917808219178,0.6829515885203072,0.5307285825681969,0.2505510952428968,-4.648318961726256,5.9263339007411355,0.5307285825681969,0.2505510952428968,-4.648318961726256,5.9263339007411355,0.0
2005-04-06,52.1188,0.0028631903020974,0.004033951461585,0.104637817727009,52.0,0.0821917808219178,0.7534516294186702,0.5687783676728349,0.2513586739213652,-4.604638188356982,5.872185361520101,0.5687783676728349,0.2513586739213652,-4.604638188356982,5.872185361520101,0.0
2005-04-07,52.3331,0.0041117600558724,0.0083371226426001,0.0999137547733115,52.0,0.0821917808219178,0.8541568570632734,0.6267740911672425,0.252577268036369,-4.411177018312293,5.680686918532695,0.6267740911672425,0.252577268036369,-4.411177018312293,5.680686918532695,1.0
2005-04-08,51.5363,-0.0152255455916046,-0.0027458386708515,0.1116143318696596,52.0,0.0821917808219178,0.5057250641564472,0.4258816908285515,0.2377277545660431,-4.57620992325608,5.792348900604058,0.4258816908285515,0.2377277545660431,-4.57620992325608,5.792348900604058,1.0
2005-04-11,51.2784,-0.0050042397300543,-0.0114950062361806,0.112232888983334,51.0,0.0821917808219178,0.8773182274601758,0.6033060710570441,0.2336389296278918,-4.771006501547252,5.6671234336219625,0.6033060710570441,0.2336389296278918,-4.771006501547252,5.6671234336219625,0.0
2005-04-12,51.7566,0.0093255639801554,-0.00410621512411,0.1143498229222399,52.0,0.0821917808219178,0.6215174060706055,0.4794597650340468,0.2348110302690683,-4.838169207344705,5.911720032132566,0.4794597650340468,0.2348110302690683,-4.838169207344705,5.911720032132566,1.0
2005-04-13,50.8367,-0.0177735786353817,-0.0245995686777131,0.1268665820333469,51.0,0.0821917808219178,0.7191828251727799,0.4991236046393749,0.2157596515783676,-5.226982980481101,5.814341875749292,0.4991236046393749,0.2157596515783676,-5.226982980481101,5.814341875749292,1.0
2005-04-14,49.8068,-0.0202589861261647,-0.0482734636396467,0.1417936568610587,50.0,0.0821917808219178,0.7737000103111598,0.4943132663312087,0.1970181796697528,-5.628624964412896,5.695984193404038,0.4943132663312087,0.1970181796697528,-5.628624964412896,5.695984193404038,1.0
2005-04-15,49.1281,-0.0136266533886938,-0.0467282284525663,0.1462169769022006,49.0,0.0821917808219178,0.9498314578311238,0.556485629784803,0.1917721518529004,-5.739465511606722,5.562521068336926,0.556485629784803,0.1917721518529004,-5.739465511606722,5.562521068336926,0.0
2005-04-18,49.4426,0.0064016316527606,-0.0358006490062092,0.1502920654227125,49.0,0.0821917808219178,1.156314098567293,0.6131218480605717,0.1796860291753545,-5.835624161985667,5.426019569834841,0.6131218480605717,0.1796860291753545,-5.835624161985667,5.426019569834841,0.0
2005-04-19,50.2652,0.016637474566467,-0.0288156486322517,0.1653024721065027,50.0,0.0821917808219178,1.1533761063499774,0.5743070700215754,0.1645611056353625,-6.511982968231784,5.6489764625939,0.5743070700215754,0.1645611056353625,-6.511982968231784,5.6489764625939,1.0
2005-04-20,49.4784,-0.0156529766120496,-0.026718886159015,0.1713543574513276,49.0,0.0821917808219178,1.2927358532204565,0.6073934494616929,0.1581454716183483,-6.546728951518823,5.452699927377645,0.6073934494616929,0.1581454716183483,-6.546728951518823,5.452699927377645,0.0
2005-04-21,50.6859,0.0244045886689949,0.017650200374246,0.1953696756466452,51.0,0.0821917808219178,1.0427762751492793,0.4847363409440023,0.1404214735653837,-7.590608920426025,5.792864855177402,0.4847363409440023,0.1404214735653837,-7.590608920426025,5.792864855177402,1.0
2005-04-22,49.8683,-0.0161307187995083,0.0150667337023004,0.2024798654093399,50.0,0.0821917808219178,1.15052350783591,0.5103978021554306,0.1377659596511194,-7.752097915506231,5.701659559149611,0.5103978021554306,0.1377659596511194,-7.752097915506231,5.701659559149611,0.0
2005-04-25,50.3288,0.0092343232073281,0.0179238146861209,0.2061892741062828,50.0,0.0821917808219178,1.421070664345503,0.5722675750414017,0.1318889962106912,-7.922812159064099,5.661560778583521,0.5722675750414017,0.1318889962106912,-7.922812159064099,5.661560778583521,1.0
2005-04-26,49.6162,-0.0141588911319165,-0.0129115173121762,0.2059783944266003,50.0,0.0821917808219178,1.046055332256362,0.4763937692732913,0.1359219227895971,-7.775950242634858,5.664825905099893,0.4763937692732913,0.1359219227895971,-7.775950242634858,5.664825905099893,1.0
2005-04-27,49.5994,-0.0003385990865886,0.0024455115767689,0.1969554704510437,50.0,0.0821917808219178,0.98700277672571,0.4718729263424455,0.1420921891829927,-7.452519866402927,5.658736733247237,0.4718729263424455,0.1420921891829927,-7.452519866402927,5.658736733247237,1.0
2005-04-28,48.3333,-0.0255265184659492,-0.0464152752540646,0.213371327101466,48.0,0.0821917808219178,1.4133716032158432,0.5729990908668906,0.1326662465034782,-7.84342163444349,5.435228247101178,0.5729990908668906,0.1326662465034782,-7.84342163444349,5.435228247101178,0.0
2005-04-29,48.9604,0.0129744917065459,-0.0182059544841111,0.2211489428224116,49.0,0.0821917808219178,1.278106942907559,0.523061932919199,0.1283038206346091,-8.250826545712075,5.590398431326885,0.523061932919199,0.1283038206346091,-8.250826545712075,5.590398431326885,0.0
2005-05-02,49.4596,0.0101959951307588,-0.0172704296545913,0.2247412806988245,49.0,0.0821917808219178,1.5749194183466884,0.5852651311388841,0.1223176465040467,-8.377754642675935,5.527153899767568,0.5852651311388841,0.1223176465040467,-8.377754642675935,5.527153899767568,0.0
2005-05-03,49.7096,0.0050546304458587,0.0018824496837726,0.2258117488838416,50.0,0.0821917808219178,1.2038737284985397,0.4922133242359873,0.1239442352162005,-8.50645745826242,5.684362865418618,0.4922133242359873,0.1239442352162005,-8.50645745826242,5.684362865418618,0.0
2005-05-04,50.2652,0.0111769155253713,0.0134235494784209,0.2301343403490729,50.0,0.0821917808219178,1.5209488630961303,0.5598307153629197,0.1189394624059908,-8.756383385387993,5.684216613863052,0.5598307153629197,0.1189394624059908,-8.756383385387993,5.684216613863052,0.0
2005-05-05,50.2553,-0.0001969553488297,0.0397655446658928,0.2291952395215445,50.0,0.0821917808219178,1.510073124079895,0.5587849539140175,0.1194975838014568,-8.72406728230969,5.685345303303202,0.5587849539140175,0.1194975838014568,-8.72406728230969,5.685345303303202,0.0
2005-05-06,50.428,0.0034364534685893,0.0299752453002835,0.2243527206550598,50.0,0.0821917808219178,1.5809820663842655,0.5804379877376697,0.1204878136348712,-8.541832937096874,5.649972614700713,0.5804379877376697,0.1204878136348712,-8.541832937096874,5.649972614700713,0.0
2005-05-09,50.9161,0.0096791465059093,0.0294482769775736,0.226909018680601,51.0,0.0821917808219178,1.3415704101651895,0.5179944865066263,0.1203225134010083,-8.781260435022148,5.817512226275153,0.5179944865066263,0.1203225134010083,-8.781260435022148,5.817512226275153,1.0
2005-05-10,50.3039,-0.0120237017367788,0.0119554371791363,0.2276045329786445,50.0,0.0821917808219178,1.528339732163282,0.5648504265075975,0.1199289934158164,-8.667240777799245,5.677234057886764,0.5648504265075975,0.1199289934158164,-8.667240777799245,5.677234057886764,0.0
2005-05-11,50.3288,0.0004949914420153,0.0012652889076338,0.2191753044820881,50.0,0.0821917808219178,1.4946405363543285,0.5694486248463783,0.1242338024794602,-8.373286351286392,5.668823534357957,0.5694486248463783,0.1242338024794602,-8.373286351286392,5.668823534357957,1.0
2005-05-12,49.5398,-0.015676908648726,-0.0142373043241209,0.2142193756714237,50.0,0.0821917808219178,1.0565905241106712,0.4682365139211792,0.1307083735009346,-8.024558592970008,5.648056699438837,0.4682365139211792,0.1307083735009346,-8.024558592970008,5.648056699438837,1.0
2005-05-13,49.3593,-0.0036435350970331,-0.0211925914174664,0.2087710628959724,49.0,0.0821917808219178,1.4282624582433527,0.5765940594137837,0.1325416304382136,-7.848176828720008,5.541010655256336,0.5765940594137837,0.1325416304382136,-7.848176828720008,5.541010655256336,0.0
2005-05-16,50.1124,0.0152575097296761,-0.015784791058231,0.2144828059328023,50.0,0.0821917808219178,1.347593466061511,0.5427493383358365,0.1287227141202657,-8.210861740450548,5.69857759682759,0.5427493383358365,0.1287227141202657,-8.210861740450548,5.69857759682759,0.0
2005-05-17,50.421,0.0061581564642683,0.0023278513196789,0.2072991591066579,50.0,0.0821917808219178,1.480650218551677,0.5840592413828369,0.1301669642548446,-7.949359876534515,5.638318652933323,0.5840592413828369,0.1301669642548446,-7.949359876534515,5.638318652933323,0.0
2005-05-18,51.4252,0.0199163047143053,0.0217847435265692,0.2095772118134772,51.0,0.0821917808219178,1.5209059317019644,0.5828794611332241,0.1263183695465844,-8.189905645311345,5.754279312712987,0.5828794611332241,0.1263183695465844,-8.189905645311345,5.754279312712987,0.0
2005-05-19,51.5551,0.0025259989265964,0.0406804226096997,0.1922486427388668,52.0,0.0821917808219178,0.9855339152946918,0.4666854594295357,0.1399081968203168,-7.564231992316013,5.875950101801381,0.4666854594295357,0.1399081968203168,-7.564231992316013,5.875950101801381,1.0
2005-05-20,51.4936,-0.0011928984717322,0.0432400783641584,0.1816993051911535,51.0,0.0821917808219178,1.401707121584188,0.6019060976752584,0.1438478354494636,-7.184092150247152,5.696282222606688,0.6019060976752584,0.1438478354494636,-7.184092150247152,5.696282222606688,0.0
2005-05-23,51.83,0.0065328506843569,0.0342749499125965,0.1804559260394409,52.0,0.0821917808219178,1.049210832525862,0.5040824770892689,0.1487718532249696,-7.259541551604517,5.927652412940625,0.5040824770892689,0.1487718532249696,-7.259541551604517,5.927652412940625,1.0
2005-05-24,51.6227,-0.0039996141230946,0.0238333234168304,0.1721517225900674,52.0,0.0821917808219178,0.8990047062364681,0.4709379530304507,0.1561670417280741,-6.869215066162768,5.888579972409248,0.4709379530304507,0.1561670417280741,-6.869215066162768,5.888579972409248,1.0
2005-05-25,51.2397,-0.0074192167399226,-0.0036071809151932,0.1752561485503434,51.0,0.0821917808219178,1.2163154147403643,0.5665199642222792,0.1527995794707859,-6.995368978151115,5.7787907550213475,0.5665199642222792,0.1527995794707859,-6.995368978151115,5.7787907550213475,0.0
2005-05-26,51.9441,0.0137471530863764,0.0075453252927448,0.1476461873466367,52.0,0.0821917808219178,0.9130463667837354,0.5215350822723159,0.1811774111935687,-6.113657069811477,5.9323549561015065,0.5215350822723159,0.1811774111935687,-6.113657069811477,5.9323549561015065,0.0
2005-05-27,52.2408,0.0057119095335178,0.014510541115789,0.1437623187022229,52.0,0.0821917808219178,1.052925588036679,0.576336378397613,0.1818828834694836,-6.001119999405848,5.8652283842142525,0.576336378397613,0.1818828834694836,-6.001119999405848,5.8652283842142525,1.0
2005-05-31,52.1188,-0.0023353394281864,0.0055720625120587,0.1426518033296696,52.0,0.0821917808219178,0.9774130694739503,0.5543024966457699,0.185428262354847,-5.962310884805807,5.905686658465456,0.5543024966457699,0.185428262354847,-5.962310884805807,5.905686658465456,0.0
2005-06-01,52.7161,0.0114603559560082,0.0211806046564786,0.1458541066178615,53.0,0.0821917808219178,0.8060508845851615,0.4806306064990462,0.1807680427308223,-6.079301070290313,6.022201098548581,0.4806306064990462,0.1807680427308223,-6.079301070290313,6.022201098548581,0.0
2005-06-02,52.861,0.0027486858853367,0.0316414811171805,0.142604297727702,53.0,0.0821917808219178,0.8579463740325579,0.5065902144678137,0.1845731908636341,-6.021771494144891,6.045056635683585,0.5065902144678137,0.1845731908636341,-6.021771494144891,6.045056635683585,1.0
2005-06-03,52.478,-0.0072454172263104,0.0102783569260032,0.1465512088085751,52.0,0.0821917808219178,1.2107034346160397,0.6169508335567843,0.1731061875238631,-6.05433263875134,5.742287561964065,0.6169508335567843,0.1731061875238631,-6.05433263875134,5.742287561964065,0.0
2005-06-06,52.6635,0.0035348145889706,0.008091376854872,0.1465625718724412,53.0,0.0821917808219178,0.7852759557984115,0.4713438426447895,0.1798211418343394,-6.077561487647532,6.0077472909908085,0.4713438426447895,0.1798211418343394,-6.077561487647532,6.0077472909908085,0.0
2005-06-07,52.7776,0.0021665859656119,0.0126403524256122,0.1438873486171954,53.0,0.0821917808219178,0.8240821412992432,0.4914082313491934,0.1831989126335887,-6.035812220291699,6.034942915655984,0.4914082313491934,0.1831989126335887,-6.035812220291699,6.034942915655984,1.0
2005-06-08,52.4452,-0.0062981264778997,-0.0051388475247599,0.1378827232857571,52.0,0.0821917808219178,1.1407064009420331,0.6170739392284758,0.1840865159229635,-5.749736890147528,5.738147567909922,0.6170739392284758,0.1840865159229635,-5.749736890147528,5.738147567909922,0.0
2005-06-09,52.9523,0.0096691403598423,0.0017271712604756,0.1402716284327443,53.0,0.0821917808219178,0.8908636641174645,0.5235367537772793,0.1870184655975835,-5.963928161465958,6.045780502769401,0.5235367537772793,0.1870184655975835,-5.963928161465958,6.045780502769401,0.0
2005-06-10,53.0654,0.002135884560255,0.0111932619383359,0.1226665726961712,53.0,0.0821917808219178,0.8451507402639251,0.548853415571898,0.2121707523726381,-5.343411385882686,6.02369567206502,0.548853415571898,0.2121707523726381,-5.343411385882686,6.02369567206502,0.0
2005-06-13,53.3016,0.0044511112702438,0.0121165513116294,0.1197702810897089,53.0,0.0821917808219178,0.9635551234534816,0.6003432302509782,0.2110430632862014,-5.231578549280044,5.9024053661473,0.6003432302509782,0.2110430632862014,-5.231578549280044,5.9024053661473,0.0
2005-06-14,53.7629,0.008654524442043,0.0186689049899957,0.1135817765151793,54.0,0.0821917808219178,0.648240326807688,0.482798376128332,0.2276672507155201,-5.004013139368589,6.143317822743289,0.482798376128332,0.2276672507155201,-5.004013139368589,6.143317822743289,0.0
2005-06-15,53.9049,0.0026412265707391,0.0278328617299581,0.1131944740293448,54.0,0.0821917808219178,0.7167063228733284,0.5151129265205706,0.2278928117076833,-5.053872649788227,6.160851378359591,0.5151129265205706,0.2278928117076833,-5.053872649788227,6.160851378359591,0.0
2005-06-16,54.4298,0.0097375192236699,0.0279024707142088,0.0982391445826823,54.0,0.0821917808219178,0.9307400350312492,0.6491821905947479,0.2418257639629353,-4.489249390574858,5.784808783553702,0.6491821905947479,0.2418257639629353,-4.489249390574858,5.784808783553702,1.0
2005-06-17,54.397,-0.0006026110696714,0.0250935637910956,0.0990055171365491,54.0,0.0821917808219178,0.914045508931693,0.6402509758546264,0.2422451790455463,-4.5305375109048605,5.83301143254315,0.6402509758546264,0.2422451790455463,-4.5305375109048605,5.83301143254315,1.0
2005-06-20,54.1112,-0.0052539662113719,0.0151890374772989,0.1021263380626839,54.0,0.0821917808219178,0.7601999926787748,0.5671475453590891,0.2482335286126021,-4.688223585062907,6.100998541131572,0.5671475453590891,0.2482335286126021,-4.688223585062907,6.100998541131572,0.0
2005-06-21,54.265,0.0028422951255933,0.0093391539518887,0.1010286272160225,54.0,0.0821917808219178,0.843768441162517,0.6058929787940012,0.2448283793762634,-4.640308740005986,5.986516923517564,0.6058929787940012,0.2448283793762634,-4.640308740005986,5.986516923517564,0.0
2005-06-22,54.3881,0.0022684971897171,0.0089639346330296,0.098242085648614,54.0,0.0821917808219178,0.9038973375593642,0.6390390029771038,0.2444504521110642,-4.505071167160601,5.838813233903626,0.6390390029771038,0.2444504521110642,-4.505071167160601,5.838813233903626,1.0
2005-06-23,53.4305,-0.0176067926623654,-0.0183594281073969,0.1169406333452894,53.0,0.0821917808219178,1.0262940600001187,0.6299089240821277,0.2107959412624495,-5.093634159457945,5.784083489255214,0.6299089240821277,0.2107959412624495,-5.093634159457945,5.784083489255214,1.0
2005-06-24,52.861,-0.0106587061696972,-0.0282368512969465,0.1168492588264949,53.0,0.0821917808219178,0.702250447831986,0.5047727129973891,0.2252700490949651,-5.076720729631405,6.0454489097254225,0.5047727129973891,0.2252700490949651,-5.076720729631405,6.0454489097254225,0.0
2005-06-27,52.994,0.0025160326138362,-0.0206463726548292,0.1156486215874781,53.0,0.0821917808219178,0.7641248965049172,0.5348759104892846,0.2261855915653431,-5.075283575990691,6.037917712818201,0.5348759104892846,0.2261855915653431,-5.075283575990691,6.037917712818201,0.0
2005-06-28,53.8215,0.0156149752802203,-0.0081728554316778,0.1263706646229195,54.0,0.0821917808219178,0.7556460327233836,0.4979188773435555,0.2045916451103042,-5.513481310788051,6.1556532660663255,0.4979188773435555,0.2045916451103042,-5.513481310788051,6.1556532660663255,0.0
2005-06-29,54.2482,0.007928058489637,-0.0025722538570018,0.1233145912415087,54.0,0.0821917808219178,0.9680894113617882,0.585948731586949,0.203169272100834,-5.470538374323149,6.059984978106089,0.585948731586949,0.203169272100834,-5.470538374323149,6.059984978106089,1.0
2005-06-30,54.1291,-0.0021954645499757,0.0130749291135212,0.1238780293812689,54.0,0.0821917808219178,0.9031976846067592,0.5613618689651928,0.2050654929677229,-5.494610281296687,6.117540836577847,0.5613618689651928,0.2050654929677229,-5.494610281296687,6.117540836577847,0.0
