Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d
2005-02-25,87.328,88.1403,87.2361,88.0903,6125395.4822348,,,
2005-02-28,87.8885,88.5988,87.2012,87.5548,9170607.932376,-0.006078989400649104,,
2005-03-01,87.6138,88.1911,87.6138,87.9864,6535595.8539027,0.004929484163061382,,
2005-03-02,87.6488,88.363,87.5958,87.8555,9378899.865757,-0.0014877299218969409,,
2005-03-03,88.1403,88.345,87.4998,88.0033,10162849.520751,0.0016823078805536795,,
2005-03-04,88.5448,89.1103,88.3261,89.0463,7518262.7001461,0.011851828283712118,0.010852500218525796,
2005-03-07,88.9234,89.2821,88.8525,88.8805,5071296.9555121,-0.0018619527144867476,0.015141374316428147,
2005-03-08,88.8435,89.0263,88.5798,88.7446,9246577.2298008,-0.0015290193011964215,0.008617240846312546,
2005-03-09,88.4819,88.8046,87.8016,87.8096,6212905.5221623,-0.010535852322282158,-0.0005224487937579569,
2005-03-10,87.9664,88.402,87.5958,88.1831,6401196.1045201,0.004253521255079162,0.0020431052017366724,
2005-03-11,88.1911,88.4629,87.5078,87.6707,4283052.9310726,-0.005810637185583167,-0.015448143269288117,
2005-03-14,87.7556,87.9315,87.456,87.9135,4266111.6936613,0.002769454333089616,-0.010879776778933481,
2005-03-15,88.1123,88.1831,87.401,87.446,4819307.5607323,-0.005317727084008683,-0.014633003022155755,
2005-03-16,86.9495,87.0783,86.327,86.453,8020154.3660942,-0.011355579443313557,-0.015449335835717282,
2005-03-17,86.6288,86.7267,86.2082,86.407,5494256.3092201,-0.0005320810151181465,-0.02014104743425893,
2005-03-18,86.4799,86.5298,85.7157,86.1412,13142376.136711,-0.003076139664610511,-0.017445965413758535,
2005-03-21,86.2082,86.2702,85.5459,85.6987,8988574.7167787,-0.00513691473998501,-0.02519294533831551,
2005-03-22,85.7987,86.2002,84.9624,84.9874,8682458.2486532,-0.008300009218342952,-0.028115637078882982,
2005-03-23,85.0114,85.8076,84.7237,84.8875,9106284.4843983,-0.0011754683635455399,-0.018108104981897633,
2005-03-24,85.1382,85.4929,84.8356,84.9115,6209233.7862355,0.0002827271388603503,-0.017307625539597415,
2005-03-28,85.0414,85.5459,85.0114,85.1702,6104776.5027857,0.0030467015657478225,-0.011272190310792074,0.08923491596651933
2005-03-29,85.0474,85.4769,84.436,84.6089,9407620.0880784,-0.006590333238620905,-0.012716645643399471,0.08958783829393346
2005-03-30,84.7537,85.6737,84.6977,85.6308,6947393.8511266,0.01207792560829879,0.0075705339850378195,0.09962895062468595
2005-03-31,85.5009,85.6168,85.2042,85.358,9074245.8856873,-0.0031857696062630447,0.005542629951406308,0.09984505970661696
2005-04-01,85.7067,85.8615,84.3391,84.5929,9512189.4856022,-0.008963424635066497,-0.003752141936015807,0.10256870796762624
2005-04-04,84.6169,85.2202,84.1104,84.7307,14189362.426858,0.001628978318511276,-0.005160255582351558,0.08996230277850609
2005-04-05,84.7887,85.1044,84.6737,85.0334,5400121.5287355,0.0035724949752569124,0.005017202681987243,0.09247892158025796
2005-04-06,85.2042,85.5549,85.1382,85.383,5569376.7429409,0.004111325667325971,-0.002893818579296159,0.09514553286622941
2005-04-07,85.2132,85.8305,85.1622,85.7837,4729212.8909894,0.004692971668833312,0.004987230253754582,0.09214679674301879
2005-04-08,85.7247,85.7987,84.9774,84.9934,4484954.3622299,-0.009212705910330299,0.004734439887981168,0.09405092161583502
2005-04-11,85.1952,85.2132,84.8606,84.9375,3913474.8919139,-0.0006576981271486648,0.00244067380536217,0.09292563650066782
2005-04-12,84.7147,85.6018,84.1952,85.358,11258923.75702,0.004950699043414275,0.0038173235458067722,0.0945831766142216
2005-04-13,85.3031,85.5379,84.3471,84.5339,10040473.004797,-0.009654631083202525,-0.009944602555543747,0.09811785420413083
2005-04-14,84.6318,84.6887,83.2402,83.2482,13430583.382517,-0.015209282903072108,-0.029556897172772878,0.10394203736601103
2005-04-15,83.0944,83.4131,81.7967,81.8586,14965947.58861,-0.016692252805466046,-0.03688286384589856,0.11628591017195342
2005-04-18,81.7967,82.1203,81.3931,81.7418,15963469.549671,-0.0014268506913139856,-0.03762413539367182,0.11635771161175543
2005-04-19,82.1203,82.515,81.9415,82.3121,9372637.4939037,0.006976846607243736,-0.035683825769113664,0.12070766201941513
2005-04-20,82.523,82.7418,81.2113,81.4151,14773124.394399,-0.010897547262188723,-0.03689407444823922,0.12284291847016604
2005-04-21,82.0724,83.1593,81.8466,83.0224,9022330.0622494,0.019742038024887387,-0.0027123709581707844,0.14534588787208652
2005-04-22,82.8396,83.0544,81.7967,82.7816,7582581.1430312,-0.0029004220547708126,0.011275540993860078,0.14539203022078612
2005-04-25,82.9635,83.3961,82.8236,83.2482,5685247.6395416,0.005636518260096368,0.01842875982667369,0.14668716209937538
2005-04-26,82.9715,83.4301,82.456,82.523,7460451.8786514,-0.008711299463531996,0.00256219923923684,0.14792800745160353
2005-04-27,82.1973,83.0624,81.8936,82.8396,12813067.070524,0.003836506186154276,0.01749675428759545,0.14083472026285065
2005-04-28,82.6278,82.7816,81.7288,81.7288,8696574.6118046,-0.013409045915238615,-0.015581337084931257,0.14688914734171438
2005-04-29,82.3601,82.9056,81.6638,82.8236,12529532.579163,0.013395522753301137,0.0005073591232833685,0.15434424486992543
2005-05-02,83.1183,83.4131,82.8056,83.3961,6565668.452243,0.006912281040669654,0.0017766149898736927,0.1566649039180717
2005-05-03,83.1843,83.8026,82.9635,83.6498,8738427.1960734,0.0030421086837393307,0.013654375143899333,0.1564821447286177
2005-05-04,83.7447,84.4949,83.4699,84.3621,10808955.922658,0.008515262439360294,0.018378891254906993,0.15906511071954435
2005-05-05,84.3941,84.6169,83.7297,84.1443,10853504.249798,-0.0025817280508664275,0.02955506504439054,0.15797496957956614
2005-05-06,84.4869,84.5929,84.0594,84.0854,6609121.6651233,-0.0006999879968101475,0.015234788152169276,0.15490632448005331
